Comunidades y ciudades autónomas;País de residencia;Meses;Total
Extremadura;Estados Unidos;Junio;379
Extremadura;Estados Unidos;Julio;15
Extremadura;Estados Unidos;Agosto;64
Extremadura;Estados Unidos;Septiembre;20
Extremadura;Estados Unidos;Octubre;155
Extremadura;Estados Unidos;Noviembre;20
Extremadura;Estados Unidos;Diciembre;62
Extremadura;Resto de América;Total;1.601
Extremadura;Resto de América;Enero;91
Extremadura;Resto de América;Febrero;46
Extremadura;Resto de América;Marzo;54
Extremadura;Resto de América;Abril;50
Extremadura;Resto de América;Mayo;180
Extremadura;Resto de América;Junio;293
Extremadura;Resto de América;Julio;154
Extremadura;Resto de América;Agosto;65
Extremadura;Resto de América;Septiembre;159
Extremadura;Resto de América;Octubre;218
Extremadura;Resto de América;Noviembre;132
Extremadura;Resto de América;Diciembre;157
Extremadura;Países Africanos;Total;36
Extremadura;Países Africanos;Enero;..
Extremadura;Países Africanos;Febrero;..
Extremadura;Países Africanos;Marzo;..
Extremadura;Países Africanos;Abril;..
Extremadura;Países Africanos;Mayo;..
Extremadura;Países Africanos;Junio;..
Extremadura;Países Africanos;Julio;..
Extremadura;Países Africanos;Agosto;..
Extremadura;Países Africanos;Septiembre;..
Extremadura;Países Africanos;Octubre;..
Extremadura;Países Africanos;Noviembre;..
Extremadura;Países Africanos;Diciembre;..
Extremadura;Resto del mundo;Total;593
Extremadura;Resto del mundo;Enero;56
Extremadura;Resto del mundo;Febrero;61
Extremadura;Resto del mundo;Marzo;13
Extremadura;Resto del mundo;Abril;34
Extremadura;Resto del mundo;Mayo;41
Extremadura;Resto del mundo;Junio;115
Extremadura;Resto del mundo;Julio;27
Extremadura;Resto del mundo;Agosto;58
Extremadura;Resto del mundo;Septiembre;..
Extremadura;Resto del mundo;Octubre;88
Extremadura;Resto del mundo;Noviembre;57
Extremadura;Resto del mundo;Diciembre;..
Galicia;Total;Total;481.011
Galicia;Total;Enero;11.803
Galicia;Total;Febrero;15.125
Galicia;Total;Marzo;15.198
Galicia;Total;Abril;33.582
Galicia;Total;Mayo;25.664
Galicia;Total;Junio;42.212
Galicia;Total;Julio;100.587
Galicia;Total;Agosto;120.486
Galicia;Total;Septiembre;55.097
Galicia;Total;Octubre;29.472
Galicia;Total;Noviembre;14.027
Galicia;Total;Diciembre;17.758
Galicia;Residentes en España;Total;389.046
Galicia;Residentes en España;Enero;10.150
Galicia;Residentes en España;Febrero;13.087
Galicia;Residentes en España;Marzo;12.809
Galicia;Residentes en España;Abril;27.725
Galicia;Residentes en España;Mayo;17.843
Galicia;Residentes en España;Junio;29.533
Galicia;Residentes en España;Julio;83.872
Galicia;Residentes en España;Agosto;104.466
Galicia;Residentes en España;Septiembre;41.128
Galicia;Residentes en España;Octubre;22.125
Galicia;Residentes en España;Noviembre;11.567
Galicia;Residentes en España;Diciembre;14.742
Galicia;No residentes en España;Total;91.965
Galicia;No residentes en España;Enero;1.653
Galicia;No residentes en España;Febrero;2.037
Galicia;No residentes en España;Marzo;2.390
Galicia;No residentes en España;Abril;5.857
Galicia;No residentes en España;Mayo;7.821
Galicia;No residentes en España;Junio;12.680
Galicia;No residentes en España;Julio;16.715
Galicia;No residentes en España;Agosto;16.020
Galicia;No residentes en España;Septiembre;13.969
Galicia;No residentes en España;Octubre;7.347
Galicia;No residentes en España;Noviembre;2.460
Galicia;No residentes en España;Diciembre;3.017
Galicia;Unión Europea (sin España);Total;63.756
Galicia;Unión Europea (sin España);Enero;1.100
Galicia;Unión Europea (sin España);Febrero;1.168
Galicia;Unión Europea (sin España);Marzo;1.499
Galicia;Unión Europea (sin España);Abril;3.712
Galicia;Unión Europea (sin España);Mayo;4.096
Galicia;Unión Europea (sin España);Junio;8.327
Galicia;Unión Europea (sin España);Julio;13.458
Galicia;Unión Europea (sin España);Agosto;13.879
Galicia;Unión Europea (sin España);Septiembre;8.811
Galicia;Unión Europea (sin España);Octubre;4.342
Galicia;Unión Europea (sin España);Noviembre;1.536
Galicia;Unión Europea (sin España);Diciembre;1.827
Galicia;Alemania;Total;9.972
Galicia;Alemania;Enero;80
Galicia;Alemania;Febrero;15
Galicia;Alemania;Marzo;63
Galicia;Alemania;Abril;636
Galicia;Alemania;Mayo;925
Galicia;Alemania;Junio;1.758
Galicia;Alemania;Julio;1.464
Galicia;Alemania;Agosto;2.087
Galicia;Alemania;Septiembre;1.409
Galicia;Alemania;Octubre;929
Galicia;Alemania;Noviembre;239
Galicia;Alemania;Diciembre;368
Galicia;Austria;Total;2.460
Galicia;Austria;Enero;..
Galicia;Austria;Febrero;..
Galicia;Austria;Marzo;54
Galicia;Austria;Abril;205
Galicia;Austria;Mayo;340
Galicia;Austria;Junio;391
Galicia;Austria;Julio;506
Galicia;Austria;Agosto;227
Galicia;Austria;Septiembre;297
Galicia;Austria;Octubre;265
Galicia;Austria;Noviembre;..
Galicia;Austria;Diciembre;..
Galicia;Bélgica;Total;1.168
Galicia;Bélgica;Enero;..
Galicia;Bélgica;Febrero;..
Galicia;Bélgica;Marzo;..
Galicia;Bélgica;Abril;34
Galicia;Bélgica;Mayo;69
Galicia;Bélgica;Junio;234
Galicia;Bélgica;Julio;544
Galicia;Bélgica;Agosto;217
Galicia;Bélgica;Septiembre;33
Galicia;Bélgica;Octubre;11
Galicia;Bélgica;Noviembre;..
Galicia;Bélgica;Diciembre;..
Galicia;Dinamarca;Total;559
Galicia;Dinamarca;Enero;..
Galicia;Dinamarca;Febrero;..
Galicia;Dinamarca;Marzo;..
Galicia;Dinamarca;Abril;..
Galicia;Dinamarca;Mayo;96
Galicia;Dinamarca;Junio;41
Galicia;Dinamarca;Julio;69
Galicia;Dinamarca;Agosto;120
Galicia;Dinamarca;Septiembre;109
Galicia;Dinamarca;Octubre;95
Galicia;Dinamarca;Noviembre;..
Galicia;Dinamarca;Diciembre;..
Galicia;Finlandia;Total;277
Galicia;Finlandia;Enero;..
Galicia;Finlandia;Febrero;..
Galicia;Finlandia;Marzo;..
Galicia;Finlandia;Abril;11
Galicia;Finlandia;Mayo;..
Galicia;Finlandia;Junio;48
Galicia;Finlandia;Julio;76
Galicia;Finlandia;Agosto;51
Galicia;Finlandia;Septiembre;..
Galicia;Finlandia;Octubre;..
Galicia;Finlandia;Noviembre;..
Galicia;Finlandia;Diciembre;..
Galicia;Francia;Total;5.923
Galicia;Francia;Enero;130
Galicia;Francia;Febrero;84
Galicia;Francia;Marzo;131
Galicia;Francia;Abril;197
Galicia;Francia;Mayo;274
Galicia;Francia;Junio;645
Galicia;Francia;Julio;1.427
Galicia;Francia;Agosto;1.766
Galicia;Francia;Septiembre;526
Galicia;Francia;Octubre;278
Galicia;Francia;Noviembre;168
Galicia;Francia;Diciembre;297
Galicia;Grecia;Total;155
Galicia;Grecia;Enero;..
Galicia;Grecia;Febrero;..
Galicia;Grecia;Marzo;..
Galicia;Grecia;Abril;..
Galicia;Grecia;Mayo;..
Galicia;Grecia;Junio;..
Galicia;Grecia;Julio;..
Galicia;Grecia;Agosto;..
Galicia;Grecia;Septiembre;..
Galicia;Grecia;Octubre;133
Galicia;Grecia;Noviembre;..
Galicia;Grecia;Diciembre;..
Galicia;Irlanda;Total;3.100
Galicia;Irlanda;Enero;190
Galicia;Irlanda;Febrero;..
Galicia;Irlanda;Marzo;174
Galicia;Irlanda;Abril;296
Galicia;Irlanda;Mayo;306
Galicia;Irlanda;Junio;700
Galicia;Irlanda;Julio;435
Galicia;Irlanda;Agosto;147
Galicia;Irlanda;Septiembre;529
Galicia;Irlanda;Octubre;228
Galicia;Irlanda;Noviembre;14
Galicia;Irlanda;Diciembre;..
Galicia;Italia;Total;5.504
Galicia;Italia;Enero;92
Galicia;Italia;Febrero;101
Galicia;Italia;Marzo;153
Galicia;Italia;Abril;280
Galicia;Italia;Mayo;530
Galicia;Italia;Junio;468
Galicia;Italia;Julio;1.334
Galicia;Italia;Agosto;1.244
Galicia;Italia;Septiembre;873
Galicia;Italia;Octubre;353
Galicia;Italia;Noviembre;46
Galicia;Italia;Diciembre;31
Galicia;Luxemburgo;Total;57
Galicia;Luxemburgo;Enero;..
Galicia;Luxemburgo;Febrero;..
Galicia;Luxemburgo;Marzo;..
Galicia;Luxemburgo;Abril;..
Galicia;Luxemburgo;Mayo;..
Galicia;Luxemburgo;Junio;..
Galicia;Luxemburgo;Julio;..
Galicia;Luxemburgo;Agosto;..
Galicia;Luxemburgo;Septiembre;..
Galicia;Luxemburgo;Octubre;22
Galicia;Luxemburgo;Noviembre;22
Galicia;Luxemburgo;Diciembre;..
Galicia;Países Bajos;Total;2.108
Galicia;Países Bajos;Enero;..
Galicia;Países Bajos;Febrero;..
Galicia;Países Bajos;Marzo;..
Galicia;Países Bajos;Abril;181
Galicia;Países Bajos;Mayo;315
Galicia;Países Bajos;Junio;292
Galicia;Países Bajos;Julio;554
Galicia;Países Bajos;Agosto;149
Galicia;Países Bajos;Septiembre;288
Galicia;Países Bajos;Octubre;211
Galicia;Países Bajos;Noviembre;11
Galicia;Países Bajos;Diciembre;74
Galicia;Polonia;Total;1.356
Galicia;Polonia;Enero;..
Galicia;Polonia;Febrero;..
Galicia;Polonia;Marzo;151
Galicia;Polonia;Abril;114
Galicia;Polonia;Mayo;112
Galicia;Polonia;Junio;141
Galicia;Polonia;Julio;549
Galicia;Polonia;Agosto;185
Galicia;Polonia;Septiembre;23
Galicia;Polonia;Octubre;30
Galicia;Polonia;Noviembre;41
Galicia;Polonia;Diciembre;..
Galicia;Portugal;Total;21.860
Galicia;Portugal;Enero;399
Galicia;Portugal;Febrero;579
Galicia;Portugal;Marzo;461
Galicia;Portugal;Abril;1.266
Galicia;Portugal;Mayo;538
Galicia;Portugal;Junio;2.306
Galicia;Portugal;Julio;4.407
Galicia;Portugal;Agosto;6.233
Galicia;Portugal;Septiembre;3.191
Galicia;Portugal;Octubre;1.188
Galicia;Portugal;Noviembre;532
Galicia;Portugal;Diciembre;761
Galicia;Reino Unido;Total;6.194
Galicia;Reino Unido;Enero;143
Galicia;Reino Unido;Febrero;100
Galicia;Reino Unido;Marzo;84
Galicia;Reino Unido;Abril;243
Galicia;Reino Unido;Mayo;428
Galicia;Reino Unido;Junio;891
Galicia;Reino Unido;Julio;1.651
Galicia;Reino Unido;Agosto;771
Galicia;Reino Unido;Septiembre;1.265
Galicia;Reino Unido;Octubre;346
Galicia;Reino Unido;Noviembre;..
Galicia;Reino Unido;Diciembre;..
Galicia;Republica Checa;Total;620
Galicia;Republica Checa;Enero;..
Galicia;Republica Checa;Febrero;..
Galicia;Republica Checa;Marzo;131
Galicia;Republica Checa;Abril;..
Galicia;Republica Checa;Mayo;40
Galicia;Republica Checa;Junio;71
Galicia;Republica Checa;Julio;143
Galicia;Republica Checa;Agosto;77
Galicia;Republica Checa;Septiembre;50
Galicia;Republica Checa;Octubre;..
Galicia;Republica Checa;Noviembre;..
Galicia;Republica Checa;Diciembre;..
Galicia;Suecia;Total;306
Galicia;Suecia;Enero;..
Galicia;Suecia;Febrero;..
Galicia;Suecia;Marzo;..
Galicia;Suecia;Abril;..
Galicia;Suecia;Mayo;61
Galicia;Suecia;Junio;34
Galicia;Suecia;Julio;75
Galicia;Suecia;Agosto;..
Galicia;Suecia;Septiembre;32
Galicia;Suecia;Octubre;58
Galicia;Suecia;Noviembre;..
Galicia;Suecia;Diciembre;..
Galicia;Resto de la UE;Total;2.135
Galicia;Resto de la UE;Enero;..
Galicia;Resto de la UE;Febrero;116
Galicia;Resto de la UE;Marzo;..
Galicia;Resto de la UE;Abril;187
Galicia;Resto de la UE;Mayo;51
Galicia;Resto de la UE;Junio;308
Galicia;Resto de la UE;Julio;224
Galicia;Resto de la UE;Agosto;588
Galicia;Resto de la UE;Septiembre;181
Galicia;Resto de la UE;Octubre;180
Galicia;Resto de la UE;Noviembre;167
Galicia;Resto de la UE;Diciembre;82
Galicia;Noruega;Total;473
Galicia;Noruega;Enero;..
Galicia;Noruega;Febrero;..
Galicia;Noruega;Marzo;..
Galicia;Noruega;Abril;18
Galicia;Noruega;Mayo;..
Galicia;Noruega;Junio;91
Galicia;Noruega;Julio;242
Galicia;Noruega;Agosto;..
Galicia;Noruega;Septiembre;37
Galicia;Noruega;Octubre;35
Galicia;Noruega;Noviembre;..
Galicia;Noruega;Diciembre;..
Galicia;Rusia;Total;1.057
Galicia;Rusia;Enero;..
Galicia;Rusia;Febrero;..
Galicia;Rusia;Marzo;120
Galicia;Rusia;Abril;106
Galicia;Rusia;Mayo;68
Galicia;Rusia;Junio;55
Galicia;Rusia;Julio;337
Galicia;Rusia;Agosto;30
Galicia;Rusia;Septiembre;143
Galicia;Rusia;Octubre;58
Galicia;Rusia;Noviembre;..
Galicia;Rusia;Diciembre;64
Galicia;Suiza;Total;1.899
Galicia;Suiza;Enero;..
Galicia;Suiza;Febrero;89
Galicia;Suiza;Marzo;..
Galicia;Suiza;Abril;262
Galicia;Suiza;Mayo;135
Galicia;Suiza;Junio;234
Galicia;Suiza;Julio;442
Galicia;Suiza;Agosto;182
Galicia;Suiza;Septiembre;348
Galicia;Suiza;Octubre;49
Galicia;Suiza;Noviembre;54
Galicia;Suiza;Diciembre;76
Galicia;Resto de Europa;Total;1.176
Galicia;Resto de Europa;Enero;..
Galicia;Resto de Europa;Febrero;20
Galicia;Resto de Europa;Marzo;44
Galicia;Resto de Europa;Abril;94
Galicia;Resto de Europa;Mayo;138
Galicia;Resto de Europa;Junio;186
Galicia;Resto de Europa;Julio;338
Galicia;Resto de Europa;Agosto;113
Galicia;Resto de Europa;Septiembre;61
Galicia;Resto de Europa;Octubre;122
Galicia;Resto de Europa;Noviembre;..
Galicia;Resto de Europa;Diciembre;..
Galicia;Estados Unidos;Total;4.677
Galicia;Estados Unidos;Enero;..
Galicia;Estados Unidos;Febrero;..
Galicia;Estados Unidos;Marzo;263
Galicia;Estados Unidos;Abril;222
Galicia;Estados Unidos;Mayo;569
Galicia;Estados Unidos;Junio;1.247
Galicia;Estados Unidos;Julio;688
Galicia;Estados Unidos;Agosto;384
Galicia;Estados Unidos;Septiembre;629
Galicia;Estados Unidos;Octubre;570
Galicia;Estados Unidos;Noviembre;17
Galicia;Estados Unidos;Diciembre;62
Galicia;Resto de América;Total;11.690
Galicia;Resto de América;Enero;300
Galicia;Resto de América;Febrero;427
Galicia;Resto de América;Marzo;263
Galicia;Resto de América;Abril;978
Galicia;Resto de América;Mayo;1.862
Galicia;Resto de América;Junio;1.548
Galicia;Resto de América;Julio;855
Galicia;Resto de América;Agosto;1.113
Galicia;Resto de América;Septiembre;1.615
Galicia;Resto de América;Octubre;1.520
Galicia;Resto de América;Noviembre;663
Galicia;Resto de América;Diciembre;548
Galicia;Países Africanos;Total;1.372
Galicia;Países Africanos;Enero;..
Galicia;Países Africanos;Febrero;144
Galicia;Países Africanos;Marzo;..
Galicia;Países Africanos;Abril;..
Galicia;Países Africanos;Mayo;..
Galicia;Países Africanos;Junio;37
Galicia;Países Africanos;Julio;..
Galicia;Países Africanos;Agosto;20
Galicia;Países Africanos;Septiembre;1.096
Galicia;Países Africanos;Octubre;17
Galicia;Países Africanos;Noviembre;..
Galicia;Países Africanos;Diciembre;..
Galicia;Resto del mundo;Total;5.866
Galicia;Resto del mundo;Enero;121
Galicia;Resto del mundo;Febrero;182
Galicia;Resto del mundo;Marzo;137
Galicia;Resto del mundo;Abril;453
Galicia;Resto del mundo;Mayo;951
Galicia;Resto del mundo;Junio;955
Galicia;Resto del mundo;Julio;355
Galicia;Resto del mundo;Agosto;295
Galicia;Resto del mundo;Septiembre;1.229
Galicia;Resto del mundo;Octubre;635
Galicia;Resto del mundo;Noviembre;117
Galicia;Resto del mundo;Diciembre;437
Madrid, Comunidad de;Total;Total;1.856.719
Madrid, Comunidad de;Total;Enero;135.214
Madrid, Comunidad de;Total;Febrero;137.927
Madrid, Comunidad de;Total;Marzo;155.747
Madrid, Comunidad de;Total;Abril;169.462
Madrid, Comunidad de;Total;Mayo;168.545
Madrid, Comunidad de;Total;Junio;162.127
Madrid, Comunidad de;Total;Julio;156.504
Madrid, Comunidad de;Total;Agosto;155.610
Madrid, Comunidad de;Total;Septiembre;173.376
Madrid, Comunidad de;Total;Octubre;157.974
Madrid, Comunidad de;Total;Noviembre;141.863
Madrid, Comunidad de;Total;Diciembre;142.370
Madrid, Comunidad de;Residentes en España;Total;833.925
Madrid, Comunidad de;Residentes en España;Enero;65.689
Madrid, Comunidad de;Residentes en España;Febrero;64.940
Madrid, Comunidad de;Residentes en España;Marzo;72.355
Madrid, Comunidad de;Residentes en España;Abril;73.312
Madrid, Comunidad de;Residentes en España;Mayo;72.330
Madrid, Comunidad de;Residentes en España;Junio;68.241
Madrid, Comunidad de;Residentes en España;Julio;64.988
Madrid, Comunidad de;Residentes en España;Agosto;65.792
Madrid, Comunidad de;Residentes en España;Septiembre;74.646
Madrid, Comunidad de;Residentes en España;Octubre;65.661
Madrid, Comunidad de;Residentes en España;Noviembre;66.898
Madrid, Comunidad de;Residentes en España;Diciembre;79.073
Madrid, Comunidad de;No residentes en España;Total;1.022.794
Madrid, Comunidad de;No residentes en España;Enero;69.525
Madrid, Comunidad de;No residentes en España;Febrero;72.987
Madrid, Comunidad de;No residentes en España;Marzo;83.392
Madrid, Comunidad de;No residentes en España;Abril;96.150
Madrid, Comunidad de;No residentes en España;Mayo;96.216
Madrid, Comunidad de;No residentes en España;Junio;93.885
Madrid, Comunidad de;No residentes en España;Julio;91.515
Madrid, Comunidad de;No residentes en España;Agosto;89.818
Madrid, Comunidad de;No residentes en España;Septiembre;98.730
Madrid, Comunidad de;No residentes en España;Octubre;92.314
Madrid, Comunidad de;No residentes en España;Noviembre;74.964
Madrid, Comunidad de;No residentes en España;Diciembre;63.298
Madrid, Comunidad de;Unión Europea (sin España);Total;421.714
Madrid, Comunidad de;Unión Europea (sin España);Enero;23.270
Madrid, Comunidad de;Unión Europea (sin España);Febrero;31.193
Madrid, Comunidad de;Unión Europea (sin España);Marzo;36.611
Madrid, Comunidad de;Unión Europea (sin España);Abril;43.611
Madrid, Comunidad de;Unión Europea (sin España);Mayo;41.652
Madrid, Comunidad de;Unión Europea (sin España);Junio;36.742
Madrid, Comunidad de;Unión Europea (sin España);Julio;33.573
Madrid, Comunidad de;Unión Europea (sin España);Agosto;38.404
Madrid, Comunidad de;Unión Europea (sin España);Septiembre;41.463
Madrid, Comunidad de;Unión Europea (sin España);Octubre;39.113
Madrid, Comunidad de;Unión Europea (sin España);Noviembre;31.273
Madrid, Comunidad de;Unión Europea (sin España);Diciembre;24.810
Madrid, Comunidad de;Alemania;Total;49.295
Madrid, Comunidad de;Alemania;Enero;2.075
Madrid, Comunidad de;Alemania;Febrero;3.034
Madrid, Comunidad de;Alemania;Marzo;4.538
Madrid, Comunidad de;Alemania;Abril;4.990
Madrid, Comunidad de;Alemania;Mayo;5.499
Madrid, Comunidad de;Alemania;Junio;4.802
Madrid, Comunidad de;Alemania;Julio;3.143
Madrid, Comunidad de;Alemania;Agosto;3.368
Madrid, Comunidad de;Alemania;Septiembre;5.867
Madrid, Comunidad de;Alemania;Octubre;6.060
Madrid, Comunidad de;Alemania;Noviembre;4.207
Madrid, Comunidad de;Alemania;Diciembre;1.713
Madrid, Comunidad de;Austria;Total;6.574
Madrid, Comunidad de;Austria;Enero;190
Madrid, Comunidad de;Austria;Febrero;489
Madrid, Comunidad de;Austria;Marzo;321
Madrid, Comunidad de;Austria;Abril;543
Madrid, Comunidad de;Austria;Mayo;631
Madrid, Comunidad de;Austria;Junio;628
Madrid, Comunidad de;Austria;Julio;541
Madrid, Comunidad de;Austria;Agosto;435
Madrid, Comunidad de;Austria;Septiembre;844
Madrid, Comunidad de;Austria;Octubre;930
Madrid, Comunidad de;Austria;Noviembre;627
Madrid, Comunidad de;Austria;Diciembre;395
Madrid, Comunidad de;Bélgica;Total;10.807
Madrid, Comunidad de;Bélgica;Enero;710
Madrid, Comunidad de;Bélgica;Febrero;1.030
Madrid, Comunidad de;Bélgica;Marzo;1.251
Madrid, Comunidad de;Bélgica;Abril;1.051
Madrid, Comunidad de;Bélgica;Mayo;567
Madrid, Comunidad de;Bélgica;Junio;1.001
Madrid, Comunidad de;Bélgica;Julio;799
Madrid, Comunidad de;Bélgica;Agosto;1.308
Madrid, Comunidad de;Bélgica;Septiembre;1.324
Madrid, Comunidad de;Bélgica;Octubre;703
Madrid, Comunidad de;Bélgica;Noviembre;601
Madrid, Comunidad de;Bélgica;Diciembre;461
Madrid, Comunidad de;Dinamarca;Total;7.082
Madrid, Comunidad de;Dinamarca;Enero;270
Madrid, Comunidad de;Dinamarca;Febrero;489
Madrid, Comunidad de;Dinamarca;Marzo;554
Madrid, Comunidad de;Dinamarca;Abril;851
Madrid, Comunidad de;Dinamarca;Mayo;647
Madrid, Comunidad de;Dinamarca;Junio;606
Madrid, Comunidad de;Dinamarca;Julio;1.031
Madrid, Comunidad de;Dinamarca;Agosto;518
Madrid, Comunidad de;Dinamarca;Septiembre;618
Madrid, Comunidad de;Dinamarca;Octubre;941
Madrid, Comunidad de;Dinamarca;Noviembre;251
Madrid, Comunidad de;Dinamarca;Diciembre;305
